track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P6,577,57700,pedestrian/bicycle,978.649,978.095,2.012,3.543
P6,578,57800,pedestrian/bicycle,978.852,978.451,2.043,3.593
P6,579,57900,pedestrian/bicycle,979.058,978.813,2.074,3.641
P6,580,58000,pedestrian/bicycle,979.267,979.179,2.104,3.684
P6,581,58100,pedestrian/bicycle,979.478,979.549,2.132,3.72
P6,582,58200,pedestrian/bicycle,979.693,979.923,2.157,3.749
P6,583,58300,pedestrian/bicycle,979.909,980.299,2.174,3.773
P6,584,58400,pedestrian/bicycle,980.127,980.677,2.184,3.789
P6,585,58500,pedestrian/bicycle,980.346,981.056,2.188,3.797
P6,586,58600,pedestrian/bicycle,980.565,981.436,2.186,3.799
P6,587,58700,pedestrian/bicycle,980.783,981.816,2.182,3.797
P6,588,58800,pedestrian/bicycle,981.001,982.196,2.176,3.798
P6,589,58900,pedestrian/bicycle,981.218,982.576,2.174,3.807
P6,590,59000,pedestrian/bicycle,981.436,982.958,2.179,3.829
P6,591,59100,pedestrian/bicycle,981.655,983.342,2.197,3.862
P6,592,59200,pedestrian/bicycle,981.876,983.731,2.219,3.9
P6,593,59300,pedestrian/bicycle,982.098,984.122,2.232,3.934
P6,594,59400,pedestrian/bicycle,982.321,984.517,2.232,3.961
P6,595,59500,pedestrian/bicycle,982.544,984.914,2.221,3.98
P6,596,59600,pedestrian/bicycle,982.765,985.313,2.204,3.996
P6,597,59700,pedestrian/bicycle,982.985,985.713,2.185,4.01
P6,598,59800,pedestrian/bicycle,983.202,986.115,2.17,4.021
P6,599,59900,pedestrian/bicycle,983.419,986.518,2.162,4.036
P6,600,60000,pedestrian/bicycle,983.635,986.922,2.162,4.056
P6,601,60100,pedestrian/bicycle,983.852,987.329,2.169,4.072
P6,602,60200,pedestrian/bicycle,984.069,987.736,2.182,4.08
P6,603,60300,pedestrian/bicycle,984.288,988.144,2.197,4.082
P6,604,60400,pedestrian/bicycle,984.509,988.552,2.212,4.077
P6,605,60500,pedestrian/bicycle,984.731,988.959,2.225,4.061
P6,606,60600,pedestrian/bicycle,984.954,989.364,2.244,4.04
P6,607,60700,pedestrian/bicycle,985.18,989.768,2.277,4.027
P6,608,60800,pedestrian/bicycle,985.41,990.17,2.32,4.023
P6,609,60900,pedestrian/bicycle,985.644,990.572,2.362,4.019
P6,610,61000,pedestrian/bicycle,985.882,990.973,2.393,4.005
P6,611,61100,pedestrian/bicycle,986.122,991.373,2.411,3.979
P6,612,61200,pedestrian/bicycle,986.364,991.769,2.422,3.947
P6,613,61300,pedestrian/bicycle,986.606,992.162,2.431,3.917
P6,614,61400,pedestrian/bicycle,986.85,992.552,2.441,3.893
P6,615,61500,pedestrian/bicycle,987.095,992.941,2.455,3.875
P6,616,61600,pedestrian/bicycle,987.341,993.328,2.468,3.865
P6,617,61700,pedestrian/bicycle,987.588,993.714,2.481,3.859
P6,618,61800,pedestrian/bicycle,987.837,994.1,2.494,3.859
P6,619,61900,pedestrian/bicycle,988.087,994.486,2.51,3.859
P6,620,62000,pedestrian/bicycle,988.339,994.871,2.525,3.854
P6,621,62100,pedestrian/bicycle,988.592,995.256,2.543,3.846
P6,622,62200,pedestrian/bicycle,988.848,995.64,2.565,3.835
P6,623,62300,pedestrian/bicycle,989.105,996.023,2.587,3.821
P6,624,62400,pedestrian/bicycle,989.365,996.405,2.609,3.806
