track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,1,100,pedestrian/bicycle,960.804,1001.844,-0.032,-1.094
P1,2,200,pedestrian/bicycle,960.801,1001.734,-0.025,-1.102
P1,3,300,pedestrian/bicycle,960.799,1001.623,-0.018,-1.106
P1,4,400,pedestrian/bicycle,960.798,1001.513,-0.008,-1.107
P1,5,500,pedestrian/bicycle,960.798,1001.402,0.006,-1.101
P1,6,600,pedestrian/bicycle,960.799,1001.293,0.021,-1.089
P1,7,700,pedestrian/bicycle,960.802,1001.185,0.033,-1.075
P1,8,800,pedestrian/bicycle,960.805,1001.078,0.042,-1.062
P1,9,900,pedestrian/bicycle,960.81,1000.972,0.047,-1.051
P1,10,1000,pedestrian/bicycle,960.814,1000.867,0.046,-1.044
P1,11,1100,pedestrian/bicycle,960.819,1000.763,0.041,-1.041
P1,12,1200,pedestrian/bicycle,960.822,1000.659,0.032,-1.037
P1,13,1300,pedestrian/bicycle,960.825,1000.556,0.019,-1.028
P1,14,1400,pedestrian/bicycle,960.826,1000.454,0.003,-1.015
P1,15,1500,pedestrian/bicycle,960.826,1000.353,-0.008,-0.998
P1,16,1600,pedestrian/bicycle,960.825,1000.255,-0.012,-0.972
P1,17,1700,pedestrian/bicycle,960.824,1000.159,-0.009,-0.935
P1,18,1800,pedestrian/bicycle,960.823,1000.068,-0.005,-0.895
P1,19,1900,pedestrian/bicycle,960.823,999.98,-0.002,-0.863
P1,20,2000,pedestrian/bicycle,960.822,999.894,-0.001,-0.845
P1,21,2100,pedestrian/bicycle,960.822,999.81,-0.001,-0.84
P15,887,88700,pedestrian/bicycle,1074.667,1043.228,-0.782,-0.258
P15,888,88800,pedestrian/bicycle,1074.59,1043.201,-0.758,-0.271
P15,889,88900,pedestrian/bicycle,1074.516,1043.174,-0.734,-0.284
P15,890,89000,pedestrian/bicycle,1074.444,1043.145,-0.708,-0.296
P15,891,89100,pedestrian/bicycle,1074.374,1043.115,-0.684,-0.304
P15,892,89200,pedestrian/bicycle,1074.306,1043.084,-0.666,-0.308
P15,893,89300,pedestrian/bicycle,1074.24,1043.053,-0.658,-0.308
P15,894,89400,pedestrian/bicycle,1074.174,1043.023,-0.665,-0.304
P15,895,89500,pedestrian/bicycle,1074.106,1042.993,-0.687,-0.296
P15,896,89600,pedestrian/bicycle,1074.036,1042.964,-0.727,-0.287
P15,897,89700,pedestrian/bicycle,1073.96,1042.935,-0.785,-0.278
P15,898,89800,pedestrian/bicycle,1073.878,1042.908,-0.859,-0.273
P15,899,89900,pedestrian/bicycle,1073.788,1042.88,-0.95,-0.276
P15,900,90000,pedestrian/bicycle,1073.688,1042.852,-1.05,-0.287
P15,901,90100,pedestrian/bicycle,1073.578,1042.823,-1.143,-0.304
P15,902,90200,pedestrian/bicycle,1073.46,1042.791,-1.212,-0.32
