track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P2,346,34600,pedestrian/bicycle,1042.018,1008.405,-4.949,0.461
P2,347,34700,pedestrian/bicycle,1041.514,1008.455,-5.126,0.543
P2,348,34800,pedestrian/bicycle,1040.992,1008.514,-5.309,0.63
P2,349,34900,pedestrian/bicycle,1040.452,1008.581,-5.494,0.72
P2,350,35000,pedestrian/bicycle,1039.893,1008.658,-5.684,0.809
P2,351,35100,pedestrian/bicycle,1039.315,1008.743,-5.873,0.893
P2,352,35200,pedestrian/bicycle,1038.719,1008.836,-6.05,0.972
P2,353,35300,pedestrian/bicycle,1038.106,1008.937,-6.21,1.044
P2,354,35400,pedestrian/bicycle,1037.478,1009.045,-6.353,1.112
P2,355,35500,pedestrian/bicycle,1036.837,1009.159,-6.477,1.176
P2,356,35600,pedestrian/bicycle,1036.183,1009.279,-6.595,1.235
P2,357,35700,pedestrian/bicycle,1035.517,1009.406,-6.718,1.291
P2,358,35800,pedestrian/bicycle,1034.839,1009.537,-6.843,1.34
P2,359,35900,pedestrian/bicycle,1034.148,1009.673,-6.969,1.38
P2,360,36000,pedestrian/bicycle,1033.445,1009.813,-7.1,1.405
P2,361,36100,pedestrian/bicycle,1032.729,1009.953,-7.23,1.412
P2,362,36200,pedestrian/bicycle,1031.999,1010.094,-7.355,1.401
P2,363,36300,pedestrian/bicycle,1031.258,1010.233,-7.474,1.375
P2,364,36400,pedestrian/bicycle,1030.505,1010.368,-7.586,1.334
P2,365,36500,pedestrian/bicycle,1029.741,1010.499,-7.687,1.275
P2,366,36600,pedestrian/bicycle,1028.968,1010.622,-7.773,1.199
P2,367,36700,pedestrian/bicycle,1028.187,1010.738,-7.849,1.111
P2,368,36800,pedestrian/bicycle,1027.399,1010.844,-7.92,1.009
P2,369,36900,pedestrian/bicycle,1026.603,1010.939,-7.987,0.891
P2,370,37000,pedestrian/bicycle,1025.801,1011.021,-8.053,0.754
P2,371,37100,pedestrian/bicycle,1024.993,1011.089,-8.118,0.597
P2,372,37200,pedestrian/bicycle,1024.178,1011.14,-8.181,0.421
P2,373,37300,pedestrian/bicycle,1023.357,1011.172,-8.238,0.228
P2,374,37400,pedestrian/bicycle,1022.531,1011.185,-8.285,0.019
P2,375,37500,pedestrian/bicycle,1021.701,1011.175,-8.321,-0.202
P2,376,37600,pedestrian/bicycle,1020.867,1011.144,-8.342,-0.432
P2,377,37700,pedestrian/bicycle,1020.033,1011.089,-8.349,-0.67
P2,378,37800,pedestrian/bicycle,1019.198,1011.01,-8.344,-0.91
P2,379,37900,pedestrian/bicycle,1018.364,1010.906,-8.331,-1.154
P2,380,38000,pedestrian/bicycle,1017.532,1010.779,-8.313,-1.398
P2,381,38100,pedestrian/bicycle,1016.702,1010.627,-8.292,-1.642
P2,382,38200,pedestrian/bicycle,1015.874,1010.45,-8.275,-1.89
P2,383,38300,pedestrian/bicycle,1015.047,1010.249,-8.262,-2.142
P2,384,38400,pedestrian/bicycle,1014.221,1010.022,-8.252,-2.397
P2,385,38500,pedestrian/bicycle,1013.397,1009.769,-8.241,-2.652
P2,386,38600,pedestrian/bicycle,1012.573,1009.491,-8.227,-2.903
P2,387,38700,pedestrian/bicycle,1011.751,1009.189,-8.212,-3.148
P2,388,38800,pedestrian/bicycle,1010.931,1008.862,-8.198,-3.388
P2,389,38900,pedestrian/bicycle,1010.111,1008.511,-8.186,-3.624
P2,390,39000,pedestrian/bicycle,1009.293,1008.137,-8.174,-3.857
P2,391,39100,pedestrian/bicycle,1008.476,1007.74,-8.165,-4.082
P2,392,39200,pedestrian/bicycle,1007.66,1007.322,-8.159,-4.295
P2,393,39300,pedestrian/bicycle,1006.844,1006.882,-8.162,-4.491
P2,394,39400,pedestrian/bicycle,1006.027,1006.424,-8.177,-4.671
P2,395,39500,pedestrian/bicycle,1005.208,1005.949,-8.206,-4.833
P2,396,39600,pedestrian/bicycle,1004.385,1005.459,-8.249,-4.973
P2,397,39700,pedestrian/bicycle,1003.558,1004.955,-8.308,-5.092
P2,398,39800,pedestrian/bicycle,1002.723,1004.441,-8.385,-5.192
P2,399,39900,pedestrian/bicycle,1001.88,1003.918,-8.477,-5.271
P2,400,40000,pedestrian/bicycle,1001.027,1003.388,-8.578,-5.326
P2,401,40100,pedestrian/bicycle,1000.164,1002.854,-8.686,-5.354
P2,402,40200,pedestrian/bicycle,999.29,1002.319,-8.802,-5.356
P2,403,40300,pedestrian/bicycle,998.403,1001.784,-8.929,-5.332
P2,404,40400,pedestrian/bicycle,997.503,1001.254,-9.065,-5.283
P2,405,40500,pedestrian/bicycle,996.59,1000.729,-9.208,-5.213
P2,406,40600,pedestrian/bicycle,995.661,1000.212,-9.357,-5.125
P2,407,40700,pedestrian/bicycle,994.718,999.705,-9.51,-5.02
P2,408,40800,pedestrian/bicycle,993.76,999.209,-9.659,-4.9
P2,409,40900,pedestrian/bicycle,992.787,998.726,-9.8,-4.767
P2,410,41000,pedestrian/bicycle,991.8,998.256,-9.935,-4.624
P2,411,41100,pedestrian/bicycle,990.8,997.801,-10.067,-4.473
P2,412,41200,pedestrian/bicycle,989.786,997.362,-10.198,-4.309
P2,413,41300,pedestrian/bicycle,988.76,996.94,-10.324,-4.13
P2,414,41400,pedestrian/bicycle,987.722,996.536,-10.446,-3.944
